Order Date,Order Ref No,Customer Ref,Order Number,Product Key,Region Key,Order Quantity
16/12/2018,2018XX265329,127771,ON#2406,249,3,79
18/10/2017,2017XX221019,126796,ON#2409,250,2,90
07/07/2017,2017XX238582,124171,ON#2384,250,4,82
28/12/2018,2018XX276039,126526,ON#2398,250,4,76
11/04/2018,2018XX255851,129226,ON#2429,250,5,90
06/03/2017,2017YY219717,130066,ON#2354,250,3,79
29/12/2015,2015XX247493,123751,ON#2386,250,4,87
14/06/2015,2015XX251378,125116,ON#2441,250,1,82
03/10/2018,2018XX269200,121726,ON#2447,250,5,81
09/10/2017,2017XX224729,132796,ON#2354,250,3,75
07/12/2018,2018XX236503,123541,ON#2382,250,5,82
11/12/2018,2018XX215853,125386,ON#2391,250,4,87
24/04/2015,2015XX232051,129976,ON#2353,250,2,85
21/12/2015,2015XX267807,128956,ON#2370,250,5,78
10/12/2018,2018XX221173,124321,ON#2404,250,4,84
12/05/2015,2015YY213928,126481,ON#2418,250,3,87
13/12/2016,2016XX224841,121801,ON#2376,250,5,84
17/02/2018,2018XX237126,126256,ON#2440,250,3,85
06/09/2016,2016XX223427,121801,ON#2376,250,4,88
05/12/2017,2017XX230231,123016,ON#2436,250,3,84
02/12/2016,2016XX252953,126601,ON#2379,250,5,86
10/02/2016,2016XX230693,123796,ON#2449,250,1,84
10/09/2016,2016XX239226,129361,ON#2390,250,3,89
30/10/2015,2015XX252862,124066,ON#2427,250,3,84
30/12/2017,2017XX216959,122716,ON#2420,250,2,76
02/04/2015,2015XX242222,131491,ON#2440,250,4,90
21/10/2016,2016XX267226,132091,ON#2385,250,2,77
10/06/2017,2017YY255270,123916,ON#2435,250,1,85
05/09/2015,2015XX245428,128506,ON#2396,250,1,85
03/11/2018,2018XX264139,131806,ON#2433,250,2,86
24/08/2018,2018XX222153,121861,ON#2435,250,5,88
24/12/2015,2015XX250496,122551,ON#2443,250,4,80
21/07/2018,2018YY247199,130006,ON#2414,250,1,77
05/04/2017,2017XX269571,124921,ON#2376,250,4,80
28/12/2016,2016XX228628,131821,ON#2355,251,5,79
28/12/2016,2016XX245995,128461,ON#2384,251,1,90
02/11/2018,2018XX268164,124951,ON#2365,251,2,85
19/12/2017,2017XX258280,127261,ON#2390,251,3,80
12/02/2017,2017XX237742,124366,ON#2381,251,2,75
05/06/2018,2018XX274191,128101,ON#2438,251,1,77
03/10/2018,2018XX269200,121726,ON#2355,251,3,75
26/12/2018,2018YY258882,132046,ON#2392,251,2,79
30/05/2016,2016XX246387,122341,ON#2364,251,4,82
24/10/2015,2015YY245946,122761,ON#2403,251,4,76
02/08/2018,2018YY259575,127396,ON#2392,251,5,75
24/05/2015,2015YY261332,127906,ON#2370,251,5,77
05/10/2018,2018XX251539,126046,ON#2353,251,2,84
17/12/2015,2015XX265126,127696,ON#2401,251,1,85
16/10/2016,2016XX213795,129511,ON#2380,251,1,84
28/09/2018,2018XX258133,131416,ON#2449,251,3,87
29/12/2015,2015XX221999,121906,ON#2414,251,5,89
19/10/2018,2018XX278069,132616,ON#2409,251,3,82
04/12/2018,2018XX214222,129946,ON#2395,251,4,90
13/12/2015,2015YY270831,124081,ON#2420,251,5,77
28/09/2017,2017XX229132,132466,ON#2386,251,4,75
18/12/2016,2016XX237938,122776,ON#2435,251,5,79
26/09/2015,2015XX214873,129331,ON#2398,251,4,81
11/03/2016,2016XX212339,129766,ON#2368,251,2,89
04/10/2018,2018XX278839,129406,ON#2391,251,5,75
07/02/2015,2015XX278412,128431,ON#2445,251,2,81
16/10/2018,2018XX276221,124756,ON#2358,251,2,86
21/11/2018,2018XX214278,130201,ON#2440,251,3,77
10/04/2017,2017XX264482,129871,ON#2418,251,4,80
21/03/2015,2015XX276116,131851,ON#2370,251,3,82
30/12/2017,2017XX267961,122866,ON#2449,251,1,79
07/12/2017,2017XX273603,124216,ON#2385,251,1,82
03/10/2017,2017XX223952,130921,ON#2442,251,3,81
08/09/2018,2018XX267989,126616,ON#2387,251,4,86
29/06/2016,2016XX222552,132871,ON#2450,251,2,76
28/09/2016,2016XX277432,122296,ON#2431,251,2,85
05/12/2018,2018YY233885,126076,ON#2397,251,2,89
19/05/2016,2016XX226955,124111,ON#2433,252,1,86
25/12/2015,2015XX227186,129541,ON#2420,252,3,88
23/02/2018,2018XX238645,121291,ON#2419,252,1,78
22/11/2018,2018XX224771,129901,ON#2428,252,3,84
08/12/2016,2016XX246107,124096,ON#2382,252,4,80
04/11/2016,2016YY268227,122896,ON#2368,252,5,79
28/05/2016,2016XX235663,125821,ON#2438,252,4,75
27/03/2018,2018XX228425,122641,ON#2420,252,1,90
13/08/2015,2015XX221397,122281,ON#2354,252,2,77
11/12/2018,2018YY266638,121711,ON#2450,252,1,81
14/07/2015,2015XX225856,125326,ON#2450,252,5,84
27/09/2017,2017XX259414,123256,ON#2357,252,5,89
07/06/2017,2017XX229265,122566,ON#2390,252,3,80
17/12/2016,2016XX246898,129286,ON#2370,252,4,82
19/06/2018,2018XX229076,132451,ON#2363,252,5,85
09/04/2018,2018XX215293,121321,ON#2363,252,4,84
19/10/2016,2016XX261724,121171,ON#2450,252,4,78
25/12/2017,2017XX236874,123166,ON#2392,252,4,79
20/12/2018,2018XX257671,130546,ON#2363,252,2,80
20/06/2018,2018XX256915,121186,ON#2399,252,5,78
20/04/2015,2015XX215202,128716,ON#2367,252,4,84
13/12/2018,2018XX261157,128416,ON#2372,252,4,87
30/09/2017,2017XX277208,122851,ON#2376,252,4,79
28/12/2017,2017XX215489,126106,ON#2446,252,1,90
18/12/2018,2018XX269333,127441,ON#2352,252,4,89
26/12/2017,2017XX281051,122656,ON#2418,252,1,76
27/09/2015,2015YY226626,130066,ON#2360,252,5,82
12/07/2017,2017XX229958,131476,ON#2396,252,1,79
24/05/2018,2018YY243244,129886,ON#2440,252,4,75
17/06/2015,2015YY274359,123586,ON#2442,252,4,87
28/10/2016,2016XX254829,131251,ON#2419,252,2,78
13/10/2016,2016XX240206,123781,ON#2363,252,5,87
27/12/2017,2017YY269501,125056,ON#2422,252,2,78
27/11/2018,2018XX213942,122326,ON#2402,252,3,88
25/12/2017,2017XX234746,131161,ON#2437,252,3,81
26/10/2017,2017YY236615,123976,ON#2395,252,5,87
25/10/2016,2016XX216721,126301,ON#2416,252,3,86
18/10/2016,2016YY261843,132631,ON#2442,253,4,89
03/03/2018,2018YY275360,124696,ON#2408,253,2,83
19/04/2018,2018YY230651,123091,ON#2397,253,4,88
28/12/2018,2018XX247752,125776,ON#2387,253,3,84
14/12/2017,2017XX266701,125401,ON#2445,253,2,84
26/07/2015,2015XX270551,129751,ON#2393,253,5,86
10/09/2016,2016XX242551,129436,ON#2366,253,2,90
25/05/2018,2018XX260702,123946,ON#2389,253,1,77
16/03/2016,2016XX265539,130966,ON#2391,253,3,83
03/10/2018,2018XX269200,121726,ON#2353,253,5,80
08/06/2017,2017XX240031,123121,ON#2419,253,2,84
06/12/2018,2018XX215279,130366,ON#2390,253,4,89
14/06/2018,2018XX260261,122761,ON#2410,253,4,90
09/12/2017,2017XX235775,127246,ON#2392,253,3,75
15/12/2018,2018XX233808,125566,ON#2439,253,5,85
18/11/2016,2016XX263740,123301,ON#2430,253,3,82
15/12/2017,2017XX257356,128956,ON#2351,253,1,88
18/07/2017,2017XX257055,125491,ON#2370,253,5,86
08/10/2018,2018XX215090,130771,ON#2399,253,5,87
07/12/2018,2018XX265322,128521,ON#2361,253,2,82
15/10/2016,2016XX252197,123796,ON#2412,253,1,89
18/05/2017,2017XX219948,126646,ON#2367,253,4,82
15/03/2016,2016YY258875,127426,ON#2440,253,1,81
21/08/2016,2016YY233997,131026,ON#2413,253,5,81
20/10/2017,2017XX231463,121831,ON#2377,253,2,80
06/12/2016,2016XX256698,127306,ON#2393,253,2,79
26/05/2018,2018XX243426,129886,ON#2403,253,2,86
25/10/2017,2017XX252764,122341,ON#2444,253,3,90
25/10/2017,2017XX252764,122341,ON#2440,253,2,88
05/10/2017,2017XX260996,124426,ON#2392,253,3,80
14/12/2018,2018XX219199,129331,ON#2362,253,3,76
06/09/2018,2018XX239541,129976,ON#2440,253,2,79
22/12/2016,2016XX220550,124441,ON#2397,253,1,82
25/06/2016,2016YY276725,132931,ON#2423,253,2,86
27/06/2016,2016XX260177,131011,ON#2412,253,5,89
30/12/2015,2015YY226402,121456,ON#2379,253,2,78
08/12/2018,2018XX246800,122821,ON#2361,253,2,81
22/08/2015,2015XX240402,125971,ON#2409,253,2,77
30/12/2016,2016XX252540,128026,ON#2397,253,3,75
09/10/2015,2015XX258028,130066,ON#2433,253,4,81
14/12/2018,2018XX233983,125026,ON#2371,253,2,88
11/12/2018,2018XX268864,126031,ON#2427,254,4,78
05/07/2016,2016XX276046,127951,ON#2349,254,4,84
20/10/2017,2017XX241480,131356,ON#2422,254,3,87
02/12/2018,2018XX256075,125116,ON#2358,254,3,90
13/12/2016,2016XX256278,124486,ON#2372,254,3,80
15/10/2016,2016XX239240,123496,ON#2381,254,3,84
11/12/2015,2015XX269585,131011,ON#2447,254,5,75
30/12/2015,2015XX215951,131731,ON#2375,254,1,80
20/12/2018,2018XX280071,127261,ON#2389,254,4,90
16/07/2016,2016XX241109,130231,ON#2409,254,1,88
08/08/2017,2017XX246478,123481,ON#2436,254,3,76
18/03/2018,2018XX243860,125521,ON#2421,254,3,90
14/10/2016,2016XX226780,133021,ON#2357,254,4,87
21/10/2015,2015XX277957,124801,ON#2381,254,1,88
19/10/2017,2017XX245148,126331,ON#2435,254,3,85
11/04/2017,2017XX270229,127396,ON#2371,254,3,76
28/12/2018,2018XX212535,126421,ON#2408,254,1,76
12/08/2015,2015XX244518,128566,ON#2415,254,4,78
24/06/2015,2015XX249726,125101,ON#2403,254,4,88
09/09/2016,2016XX240535,124516,ON#2431,254,5,79
18/12/2016,2016YY240850,129211,ON#2437,254,5,90
26/09/2016,2016XX280022,129211,ON#2384,254,4,75
11/12/2017,2017XX255522,123346,ON#2422,254,3,82
16/08/2017,2017YY279308,128536,ON#2389,254,3,87
24/07/2016,2016XX217400,130456,ON#2383,254,3,85
25/04/2017,2017XX242124,123961,ON#2368,254,5,84
27/09/2017,2017YY213354,127726,ON#2393,254,5,76
05/12/2017,2017YY222776,131116,ON#2429,254,2,81
12/06/2015,2015XX263313,132886,ON#2431,254,3,81
19/08/2016,2016XX234186,130126,ON#2414,254,5,81
29/09/2017,2017XX269781,130576,ON#2375,255,1,77
25/12/2018,2018XX229146,130951,ON#2385,255,5,86
05/02/2015,2015XX223539,130306,ON#2424,255,4,76
29/04/2016,2016XX264762,131266,ON#2421,255,4,79
28/11/2017,2017XX255557,129931,ON#2444,255,2,86
03/04/2018,2018XX257237,131881,ON#2382,255,2,90
18/08/2017,2017XX243048,128701,ON#2359,255,1,86
14/11/2017,2017XX265231,126031,ON#2441,255,3,82
20/09/2015,2015YY275829,128881,ON#2425,255,2,86
26/12/2015,2015XX238659,128701,ON#2392,255,1,77
08/10/2015,2015XX242215,132511,ON#2429,255,4,80
02/06/2017,2017XX275997,126106,ON#2445,255,5,77
28/12/2017,2017XX234830,121891,ON#2354,255,2,88
11/12/2017,2017XX256390,130066,ON#2410,255,2,90
19/08/2018,2018YY253786,128521,ON#2421,255,5,81
26/07/2016,2016XX227158,121276,ON#2359,255,3,89
04/06/2016,2016XX223343,131896,ON#2357,255,3,81
25/10/2016,2016XX273043,128836,ON#2411,255,2,90
10/07/2015,2015XX271475,132316,ON#2435,255,1,77
13/11/2018,2018XX223644,130801,ON#2428,255,2,79
21/09/2018,2018XX230224,128146,ON#2364,255,1,79
17/12/2017,2017XX235740,126166,ON#2435,255,4,81
19/10/2018,2018XX275969,131251,ON#2386,255,3,82
03/10/2017,2017XX218163,126826,ON#2443,255,5,82
20/10/2015,2015XX244000,129241,ON#2397,255,2,75
16/08/2018,2018YY240164,130531,ON#2449,255,3,84
12/12/2017,2017XX227935,128191,ON#2357,255,4,80
04/06/2018,2018XX243412,122461,ON#2422,255,3,81
10/06/2018,2018XX229412,127906,ON#2352,255,2,83
28/04/2017,2017XX230287,124291,ON#2350,255,3,85
14/10/2015,2015XX253982,130501,ON#2421,255,2,78
03/10/2017,2017XX237945,128026,ON#2436,255,2,89
06/05/2015,2015YY268444,130966,ON#2371,255,3,75
05/06/2016,2016XX255466,121336,ON#2396,256,1,83
25/09/2016,2016XX257776,123136,ON#2447,256,2,89
24/12/2018,2018YY234676,125581,ON#2393,256,2,87
05/09/2015,2015XX237574,132781,ON#2408,256,4,79
06/09/2018,2018XX228908,130141,ON#2373,256,3,78
13/07/2018,2018XX259687,128431,ON#2354,256,3,85
27/09/2017,2017XX263502,128041,ON#2367,256,5,83
22/07/2018,2018XX212262,121351,ON#2391,256,5,77
09/06/2017,2017XX217743,123676,ON#2397,256,2,86
04/10/2016,2016XX241417,124231,ON#2440,256,1,79
21/08/2016,2016XX271685,130411,ON#2380,256,5,88
25/12/2017,2017XX211296,123091,ON#2364,256,4,81
16/12/2015,2015XX240101,130216,ON#2364,256,3,82
20/11/2018,2018XX242705,126121,ON#2411,256,5,87
18/08/2017,2017XX232884,121591,ON#2412,256,4,84
08/11/2018,2018XX259617,124351,ON#2365,256,4,82
09/12/2015,2015XX246821,126736,ON#2378,256,1,90
18/05/2017,2017YY244721,131461,ON#2391,256,3,80
29/04/2017,2017XX278769,126361,ON#2368,256,5,81
23/11/2017,2017YY227613,125041,ON#2372,256,3,87
02/02/2018,2018XX255676,131836,ON#2447,256,5,85
25/09/2016,2016XX213704,127546,ON#2447,256,2,76
21/08/2016,2016YY233997,131026,ON#2405,256,3,89
21/12/2018,2018XX222769,123031,ON#2447,256,5,89
20/03/2017,2017XX212843,123871,ON#2374,256,2,82
23/12/2016,2016XX248921,129541,ON#2371,256,4,80
15/12/2017,2017XX232583,125221,ON#2406,256,1,77
08/04/2018,2018XX222097,131506,ON#2362,256,1,79
07/07/2017,2017XX219563,131341,ON#2426,256,3,88
24/10/2017,2017XX221943,122926,ON#2435,256,1,81
07/07/2017,2017YY278685,123706,ON#2398,256,4,77
12/12/2015,2015XX267009,132541,ON#2436,256,2,84
22/12/2017,2017XX226108,129301,ON#2412,256,3,76
17/08/2017,2017XX268374,127006,ON#2355,256,2,75
28/04/2017,2017XX242593,123331,ON#2376,256,4,81
18/09/2018,2018XX244315,124996,ON#2370,256,2,84
14/04/2018,2018XX265056,131491,ON#2408,256,4,80
12/12/2018,2018XX279602,124156,ON#2375,256,4,77
28/12/2017,2017XX238456,124291,ON#2434,256,4,77
18/10/2015,2015XX243160,127081,ON#2351,256,5,85
13/09/2018,2018YY230154,122656,ON#2374,256,2,79
15/03/2017,2017XX245547,124201,ON#2445,256,5,85
11/12/2016,2016XX224036,131056,ON#2381,256,5,76
09/04/2017,2017XX241613,131236,ON#2408,256,4,90
02/05/2017,2017YY271419,129406,ON#2370,256,1,85
16/07/2018,2018XX230497,132316,ON#2396,256,3,81
28/03/2017,2017XX212836,130636,ON#2369,256,5,87
24/08/2018,2018XX244931,132631,ON#2365,256,3,80
24/08/2015,2015XX256467,129646,ON#2396,256,3,84
27/06/2017,2017XX260450,123346,ON#2388,256,4,90
13/12/2018,2018XX278048,124486,ON#2429,256,5,82
29/10/2015,2015XX258182,122026,ON#2395,257,2,90
28/06/2016,2016XX242971,127426,ON#2389,257,3,83
02/12/2016,2016XX216434,132796,ON#2390,257,1,81
27/02/2015,2015YY266715,131596,ON#2398,257,3,78
28/09/2018,2018XX273169,123991,ON#2372,257,5,77
21/12/2015,2015XX252029,132406,ON#2385,257,5,86
08/10/2018,2018XX211373,123136,ON#2407,257,3,75
25/07/2018,2018XX270320,127591,ON#2433,257,5,88
23/12/2016,2016XX248921,129541,ON#2362,257,3,78
24/09/2017,2017XX269214,126571,ON#2387,257,4,88
29/12/2015,2015XX238015,133021,ON#2394,257,5,84
21/11/2017,2017XX271433,127141,ON#2427,257,4,87
24/02/2018,2018XX250293,123361,ON#2450,257,3,76
10/12/2018,2018XX250615,129646,ON#2421,257,1,79
19/10/2018,2018XX275969,131251,ON#2396,257,1,80
13/12/2017,2017XX275612,124591,ON#2392,257,4,75
30/06/2017,2017XX263943,125251,ON#2387,257,1,90
07/09/2018,2018XX279385,131506,ON#2444,257,3,80
27/10/2018,2018YY217358,130996,ON#2429,257,1,76
08/12/2017,2017XX244210,128326,ON#2428,257,2,83
08/09/2016,2016YY228705,129751,ON#2432,257,3,90
27/05/2016,2016XX233479,131941,ON#2399,257,4,86
06/02/2016,2016XX269914,126286,ON#2448,257,2,87
11/10/2017,2017XX277131,122881,ON#2414,257,2,85
28/07/2018,2018XX228201,130141,ON#2383,257,2,89
07/09/2017,2017XX216476,128176,ON#2384,257,5,78
27/10/2015,2015XX226262,129031,ON#2389,257,1,81
28/11/2017,2017XX241375,127021,ON#2410,258,2,75
22/02/2018,2018XX243167,124141,ON#2366,258,5,76
25/12/2015,2015XX238344,125941,ON#2433,258,1,79
18/04/2015,2015XX229552,122626,ON#2398,258,1,88
28/02/2018,2018XX227207,122416,ON#2396,258,1,85
20/12/2018,2018XX270089,121261,ON#2439,258,5,83
30/10/2015,2015XX213221,131026,ON#2416,258,1,83
21/12/2018,2018YY272406,122791,ON#2449,258,1,89
14/12/2016,2016XX236636,128686,ON#2372,258,2,77
19/12/2018,2018XX217099,124771,ON#2373,258,2,84
10/12/2017,2017YY273057,123946,ON#2430,258,2,80
28/03/2016,2016XX222538,122506,ON#2352,258,2,78
12/07/2018,2018XX245778,132511,ON#2358,258,2,84
13/12/2015,2015XX224533,128266,ON#2381,258,3,77
10/12/2016,2016XX257699,124576,ON#2362,258,5,79
10/10/2018,2018XX248711,128161,ON#2380,258,3,83
26/03/2016,2016XX266113,131986,ON#2446,258,1,88
11/12/2016,2016XX232996,130291,ON#2391,258,1,84
25/09/2018,2018XX250930,124126,ON#2404,258,1,89
15/06/2018,2018YY244574,121891,ON#2392,258,2,77
07/08/2016,2016XX227473,122086,ON#2404,258,2,75
27/11/2018,2018XX226332,131551,ON#2404,258,4,89
13/05/2017,2017XX274807,126406,ON#2437,258,3,78
10/12/2018,2018YY279133,126946,ON#2354,258,5,76
06/10/2017,2017XX269991,124321,ON#2350,258,4,78
30/06/2015,2015XX214642,127936,ON#2443,258,1,85
23/04/2016,2016XX229097,124396,ON#2388,258,5,79
24/12/2017,2017XX244042,127891,ON#2405,258,4,75
05/07/2015,2015XX263159,122551,ON#2440,258,1,76
27/04/2015,2015XX253051,123946,ON#2433,258,1,89
05/12/2018,2018XX258763,127531,ON#2405,258,3,75
17/10/2018,2018XX241928,123856,ON#2442,258,1,80
27/10/2015,2015XX226346,124561,ON#2441,258,4,75
18/10/2016,2016YY261843,132631,ON#2435,259,4,83
03/04/2016,2016XX221670,124201,ON#2425,259,5,88
21/11/2018,2018XX258490,124816,ON#2426,259,3,81
20/03/2017,2017XX234487,125821,ON#2394,259,3,79
11/05/2017,2017YY225835,127321,ON#2369,259,5,82
16/06/2018,2018XX213627,127081,ON#2428,259,3,90
20/08/2016,2016YY271363,132196,ON#2384,259,1,75
25/12/2017,2017XX211681,121546,ON#2436,259,1,88
07/12/2016,2016XX256019,125536,ON#2414,259,1,83
23/04/2015,2015YY269270,123796,ON#2398,259,5,86
27/12/2016,2016XX229174,125851,ON#2356,259,1,82
29/12/2017,2017XX235264,127636,ON#2405,259,3,82
29/10/2017,2017XX219829,126841,ON#2396,259,5,90
28/11/2015,2015XX213144,132481,ON#2392,259,1,87
06/08/2015,2015XX264062,124306,ON#2380,259,4,88
24/10/2015,2015XX228117,131206,ON#2377,259,1,76
14/05/2016,2016XX211429,125986,ON#2392,259,5,90
15/04/2015,2015XX225723,126406,ON#2391,259,1,75
18/12/2016,2016YY249334,126946,ON#2440,259,5,75
08/12/2016,2016XX276263,121321,ON#2369,259,4,75
11/04/2018,2018XX267037,127411,ON#2364,259,1,80
23/12/2015,2015XX244756,127771,ON#2433,259,1,89
18/07/2015,2015XX215615,124771,ON#2413,259,3,85
07/04/2018,2018XX278853,125356,ON#2399,259,4,76
06/07/2016,2016XX278160,124861,ON#2406,259,4,78
19/10/2018,2018XX275969,131251,ON#2395,259,1,82
24/12/2018,2018XX228656,126511,ON#2383,259,1,87
18/12/2018,2018XX214656,121846,ON#2381,259,5,83
04/09/2018,2018YY254388,125626,ON#2450,259,4,86
20/05/2017,2017XX220879,127831,ON#2430,259,5,89
14/04/2017,2017YY225226,131881,ON#2394,259,5,81
17/09/2016,2016YY237966,131971,ON#2407,259,1,80
13/09/2018,2018XX263523,124006,ON#2434,259,2,82
04/04/2018,2018XX228726,122506,ON#2393,259,2,82
02/11/2016,2016XX267779,125071,ON#2394,259,4,76
27/10/2015,2015XX226346,124561,ON#2428,259,4,77
28/03/2018,2018XX213172,124771,ON#2407,259,1,78
19/05/2016,2016XX226955,124111,ON#2381,260,2,80
15/10/2015,2015YY212066,126511,ON#2389,260,2,85
09/04/2017,2017XX280316,133021,ON#2399,260,3,88
27/05/2018,2018XX271258,127846,ON#2350,260,4,85
02/06/2017,2017XX275997,126106,ON#2385,260,1,88
21/11/2018,2018XX269956,126196,ON#2410,260,1,78
17/12/2018,2018XX215594,130921,ON#2416,260,2,81
26/12/2018,2018XX240213,131146,ON#2419,260,2,87
21/08/2016,2016YY233997,131026,ON#2383,260,5,86
25/12/2015,2015YY249460,122281,ON#2397,260,3,78
07/03/2016,2016XX267695,126211,ON#2425,260,5,80
25/09/2018,2018XX234256,121306,ON#2372,260,3,90
06/10/2015,2015XX248074,129991,ON#2410,260,5,82
30/06/2015,2015XX257013,131521,ON#2389,260,4,77
15/06/2018,2018XX272987,125821,ON#2350,260,1,90
22/08/2018,2018XX215944,121816,ON#2405,260,1,84
03/12/2015,2015XX265308,129826,ON#2362,260,2,83
03/12/2015,2015XX265308,129826,ON#2391,260,4,84
03/11/2016,2016XX241130,126091,ON#2367,260,1,80
23/06/2018,2018YY262340,130726,ON#2380,260,1,81
04/04/2015,2015XX241634,131131,ON#2406,260,4,89
17/05/2016,2016XX249187,127951,ON#2382,260,1,78
14/10/2018,2018XX250706,131716,ON#2440,260,2,80
31/12/2015,2015XX244805,127486,ON#2424,260,3,81
15/10/2015,2015YY238848,131371,ON#2402,260,5,88
11/12/2018,2018XX248837,128431,ON#2372,260,4,76
27/12/2015,2015XX252323,128311,ON#2373,260,3,89
16/10/2018,2018XX238309,123511,ON#2395,260,5,87
20/07/2016,2016XX274947,127486,ON#2352,260,5,77
02/04/2016,2016XX215265,132676,ON#2436,260,5,87
08/12/2016,2016YY232170,127801,ON#2355,260,3,76
08/05/2017,2017XX225618,121351,ON#2419,260,5,76
21/04/2017,2017YY268199,133021,ON#2380,261,1,77
29/12/2015,2015XX218016,124396,ON#2349,261,4,86
28/11/2017,2017XX255557,129931,ON#2432,261,3,79
03/12/2018,2018XX227928,132886,ON#2425,261,5,85
09/10/2017,2017YY226668,131221,ON#2393,261,2,79
24/04/2018,2018XX246863,121771,ON#2448,261,2,85
22/03/2017,2017XX250223,128746,ON#2351,261,3,90
23/12/2018,2018XX230791,126421,ON#2390,261,3,90
06/05/2015,2015XX214201,125806,ON#2407,261,5,88
23/12/2015,2015YY223413,132586,ON#2354,261,4,90
09/04/2016,2016XX216840,124006,ON#2370,261,5,83
24/09/2016,2016XX276837,125461,ON#2450,261,3,77
02/12/2017,2017XX268549,131611,ON#2392,261,5,87
02/12/2015,2015XX262011,126841,ON#2382,261,2,81
03/12/2018,2018YY275003,129421,ON#2362,261,1,75
31/08/2017,2017XX244763,127756,ON#2359,261,2,75
14/12/2018,2018XX233703,132181,ON#2398,261,3,88
08/12/2016,2016XX276263,121321,ON#2399,261,1,79
08/09/2016,2016YY235432,127681,ON#2430,261,1,88
30/06/2017,2017XX225044,121801,ON#2375,261,1,89
03/11/2018,2018YY273771,124351,ON#2436,261,5,82
04/12/2018,2018XX259533,130006,ON#2365,261,1,81
19/12/2018,2018XX216126,124201,ON#2443,261,4,87
04/12/2018,2018XX272343,122386,ON#2448,261,2,87
23/10/2017,2017YY266617,121741,ON#2365,261,2,81
15/06/2018,2018YY266085,124111,ON#2438,261,5,88
03/10/2017,2017XX255977,130726,ON#2442,261,4,90
19/10/2018,2018XX275969,131251,ON#2397,261,5,82
10/10/2018,2018YY257426,128716,ON#2436,261,5,78
06/04/2016,2016XX251434,128476,ON#2401,261,1,89
26/12/2017,2017XX243762,126481,ON#2410,261,1,77
03/11/2016,2016XX239569,130501,ON#2358,261,2,86
07/12/2017,2017XX273603,124216,ON#2351,261,5,86
09/10/2018,2018XX243650,125206,ON#2428,261,3,84
27/11/2018,2018YY221859,126301,ON#2390,261,4,80
23/12/2018,2018XX262123,126241,ON#2443,261,5,81
19/12/2017,2017XX219843,122521,ON#2394,261,5,77
14/09/2016,2016XX244609,125731,ON#2374,261,1,87
20/12/2015,2015XX269487,130786,ON#2417,262,4,85
04/12/2016,2016XX233969,124336,ON#2360,262,4,76
16/11/2016,2016XX250944,126856,ON#2429,262,1,76
14/08/2016,2016XX225282,129481,ON#2398,262,5,86
18/06/2017,2017YY261780,130966,ON#2363,262,2,87
04/08/2018,2018XX232716,125386,ON#2442,262,4,90
07/09/2018,2018XX272413,131476,ON#2389,262,3,75
22/12/2018,2018XX277054,124321,ON#2399,262,1,81
07/07/2015,2015XX270733,125746,ON#2384,262,4,82
23/06/2017,2017XX258147,121981,ON#2355,262,5,87
03/06/2017,2017XX258049,123586,ON#2370,262,3,77
02/12/2018,2018XX224568,131326,ON#2364,262,2,83
08/07/2017,2017XX214376,125401,ON#2401,262,4,89
20/12/2018,2018XX223742,131881,ON#2403,262,4,83
13/12/2016,2016XX224841,121801,ON#2423,262,1,79
03/07/2015,2015XX212108,131896,ON#2373,262,4,84
25/07/2018,2018XX247563,125626,ON#2383,262,1,83
26/05/2015,2015XX278167,122416,ON#2384,262,3,83
03/12/2018,2018XX266288,125716,ON#2396,262,5,86
11/12/2018,2018XX275087,129646,ON#2350,262,2,83
03/12/2018,2018XX238995,132226,ON#2394,262,3,85
03/12/2018,2018XX272098,127201,ON#2354,262,5,85
15/12/2016,2016XX236279,127606,ON#2384,262,1,89
18/10/2016,2016YY238190,130231,ON#2449,262,2,90
15/12/2017,2017YY224183,132361,ON#2385,262,5,85
03/04/2015,2015XX218737,127816,ON#2419,262,3,75
05/12/2017,2017XX257979,132331,ON#2375,262,3,81
20/12/2017,2017XX252736,128551,ON#2392,262,5,90
04/12/2015,2015XX276977,131506,ON#2432,262,4,82
18/12/2016,2016YY240850,129211,ON#2363,262,3,88
22/08/2018,2018XX256642,131566,ON#2422,262,1,83
28/08/2017,2017XX218996,129841,ON#2399,262,5,83
29/12/2017,2017YY246422,128401,ON#2361,262,4,75
18/10/2018,2018XX238141,125581,ON#2377,262,4,90
20/12/2015,2015YY260247,131011,ON#2428,262,1,90
19/06/2016,2016XX276767,121891,ON#2382,262,3,76
08/12/2016,2016XX274394,121216,ON#2364,262,3,88
30/12/2018,2018YY276669,132736,ON#2435,262,5,88
23/10/2015,2015XX267373,121201,ON#2399,262,3,78
02/12/2015,2015XX225408,125146,ON#2357,262,5,78
04/09/2018,2018XX274779,132166,ON#2358,262,4,88
19/04/2017,2017YY232142,130891,ON#2375,263,4,84
21/06/2017,2017XX227130,130576,ON#2389,263,3,87
17/07/2018,2018XX240675,126856,ON#2349,263,4,82
09/05/2017,2017XX241690,128251,ON#2409,263,3,82
25/12/2015,2015XX238344,125941,ON#2432,263,2,76
14/07/2018,2018XX213550,131596,ON#2413,263,1,90
15/05/2017,2017XX223882,127576,ON#2399,263,4,75
24/02/2016,2016XX230427,123016,ON#2430,263,2,78
02/12/2016,2016XX224358,132781,ON#2367,263,5,87
12/08/2018,2018XX268031,127126,ON#2367,263,1,85
